365,"Asset: View: Monitor SMS Notify","0"
407,"Asset: View: Monitor Type","0"
317,"Asset: View: Monitor URL","0"
199,"Asset: View: Name","0"
353,"Asset: View: Notify","0"
432,"Asset: View: Organization","0"
318,"Asset: View: Ping Address","0"
216,"asset: View: PO Number","0"
378,"Asset: View: Price","0"
348,"Asset: View: Purchase Price","0"
312,"Asset: View: Serial Number","0"
345,"Asset: View: Serial Number Override","0"
350,"Asset: View: Sold","0"
355,"Asset: View: Sold Date","0"
354,"Asset: View: Sold Price","0"
352,"Asset: View: Sold TO","0"
381,"Asset: View: Taxable","0"
218,"Asset: View: Vendor","0"
227,"Asset: View: View Comments","0"
465,"Asset: View: View Price","0"
220,"Asset: View: Warranty Date","0"
409,"Asset: View: Whine","0"
230,"Config","0"
260,"Config","0"
38,"Config: Asset Condition","0"
422,"Config: Asset Condition Create","0"
37,"Config: Asset Type","0"
29,"Config: AssetType Create","0"
30,"Config: AssetType Delete","0"
31,"Config: AssetType Edit","0"
297,"Config: AssetType List","0"
356,"Config: AssetType View","0"
160,"Config: Building","0"
261,"Config: Buildings","0"
144,"Config: Contract","0"
321,"Config: Contract: Create","0"
262,"Config: Contracts","0"
1,"Config: Controls","0"
6,"Config: Delete User","0"
7,"Config: Delete User Group","0"
16,"Config: Export Data Structure","1"
49,"Config: Export Structure","0"
263,"Config: Importer","1"
39,"Config: Insurance Payment","0"
40,"Config: Insurance Repair","0"
41,"Config: Insurance Repair Complete","0"
302,"Config: Organization","0"
170,"Config: PO Number","0"
42,"Config: Queue","0"
470,"Config: Service","0"
452,"Config: Spec","0"
451,"Config: Specs","0"
43,"Config: Status","0"
450,"Config: Status Create","0"
17,"Config: Upgrade","1"
194,"Config: User","0"
179,"Config: User Group","0"
8,"Config: User Group: Create","0"
9,"Config: User Group: Delete","0"
10,"Config: User Group: Edit","0"
5,"Config: User Group: Permissions","0"
11,"Config: User Group: View","0"
264,"Config: User Groups","0"
12,"Config: User: Create","0"
14,"Config: User: Delete","0"
13,"Config: User: Edit","0"
4,"Config: User: Permissions","0"
15,"Config: User: View","0"
265,"Config: Users","0"
301,"Configs","0"
341,"Contract: Add Comment","0"
310,"Contract: Create","0"
468,"Contract: Create: User Contract","0"
339,"Contract: Edit","0"
323,"Contract: Edit: Address 1","0"
324,"Contract: Edit: Address 2","0"
325,"Contract: Edit: City","0"
335,"Contract: Edit: Contact Email","0"
333,"Contract: Edit: Contact Name","0"
334,"Contract: Edit: Contact Phone","0"
331,"Contract: Edit: Contract Number","0"
332,"Contract: Edit: Expire Date","0"
329,"Contract: Edit: Fax","0"
322,"Contract: Edit: Name","0"
304,"Contract: Edit: Organization","0"
328,"Contract: Edit: Phone","0"
330,"Contract: Edit: Po Number","0"
326,"Contract: Edit: State","0"
338,"Contract: Edit: Support Email","0"
336,"Contract: Edit: Support Name","0"
337,"Contract: Edit: Support Phone","0"
327,"Contract: Edit: Zip","0"
467,"Contract: List","0"
404,"Contract: View","0"
466,"Contract: View Assets","0"
145,"Contract: View Attachments","0"
405,"Contract: View Comments","0"
340,"Contract: View History","0"
388,"Contract: View: Address 1","0"
389,"Contract: View: Address 2","0"
390,"Contract: View: City","0"
400,"Contract: View: Contact Email","0"
398,"Contract: View: Contact Name","0"
399,"Contract: View: Contact Phone","0"
469,"Contract: View: Contract Email","0"
417,"Contract: View: Contract Name","0"
396,"Contract: View: Contract Number","0"
397,"Contract: View: Expire Date","0"
394,"Contract: View: Fax","0"
387,"Contract: View: Name","0"
358,"Contract: View: Organization","0"
393,"Contract: View: Phone","0"
395,"Contract: View: PO Number","0"
391,"Contract: View: State","0"
403,"Contract: View: Support Email","0"
401,"Contract: View: Support Name","0"
402,"Contract: View: Support Phone","0"
392,"Contract: View: Zip","0"
19,"Developer","1"
266,"Edit: Asset","0"
36,"Monitor","0"
342,"PO: List","0"
363,"poNumber: Add Attachment","0"
173,"poNumber: Create","0"
174,"poNumber: Edit","0"
441,"poNumber: Edit: Add Comment","0"
370,"poNumber: Edit: PO Cost","0"
306,"poNumber: Edit: PO Date","0"
308,"poNumber: Edit: PO Desc","0"
305,"poNumber: Edit: PO Number","0"
439,"poNumber: Edit: PO Received","0"
437,"poNumber: Edit: PO Recieve","0"
372,"poNumber: Edit: PO Reconcile","0"
307,"poNumber: Edit: PO Type","0"
433,"poNumber: Edit: PO Vendor","0"
435,"poNumber: Edit: PO Vendor Order ID","0"
443,"poNumber: Edit: View Comments","0"
383,"poNumber: Reconcile","0"
357,"poNumber: View","0"
175,"poNumber: View Attachments","0"
309,"poNumber: View History","0"
442,"poNumber: View: Add Comment","0"
371,"poNumber: View: PO Cost","0"
360,"poNumber: View: PO Date","0"
362,"poNumber: View: PO Desc","0"
359,"poNumber: View: PO Number","0"
440,"poNumber: View: PO Received","0"
438,"poNumber: View: PO Recieve","0"
373,"poNumber: View: PO Reconcile","0"
386,"poNumber: View: PO Reconciled","0"
361,"poNumber: View: PO Type","0"
434,"poNumber: View: PO Vendor","0"
436,"poNumber: View: PO Vendor Order ID","0"
444,"poNumber: View: View Comments","0"
224,"Queue: View Tickets","0"
418,"Repoort: Billing","0"
267,"Report Bad Asset","0"
447,"Report: : Export","0"
311,"Report: Asset: Export","0"
458,"Report: Assign Personal Property Building","0"
459,"Report: Assign Personal Propety Building","0"
292,"Report: Bad Asset","0"
419,"Report: Billing","0"
294,"Report: Create Asset","0"
293,"Report: Create Ticket","0"
457,"Report: Leases","0"
176,"Report: List","0"
460,"Report: Moves","0"
456,"Report: Personal Property","0"
197,"Report: Ticket: Export","0"
229,"Report: View","0"
268,"Reports","0"
165,"Reports: Bad Asset","0"
269,"Reports: Create","0"
168,"Reports: Create Asset","0"
167,"Reports: Create Ticket","0"
50,"Search","1"
225,"Select Modules","0"
228,"Ticket: Add Asset","0"
231,"Ticket: Add Attachment","0"
157,"Ticket: Create","1"
411,"Ticket: Create: User Ticket","0"
24,"Ticket: Edit","0"
420,"Ticket: Edit Date Completed","0"
449,"Ticket: Edit Organization","0"
66,"Ticket: Edit: Add Comment","0"
61,"Ticket: Edit: Assignee","0"
62,"Ticket: Edit: CC","0"
64,"Ticket: Edit: Dependencies","0"
246,"Ticket: Edit: Due Date","0"
461,"Ticket: Edit: Duplicate","0"
238,"Ticket: Edit: Insurance Payment","0"
234,"Ticket: Edit: Insurance Repair","0"
240,"Ticket: Edit: Insurance Repair Complete","0"
290,"Ticket: Edit: PO","0"
232,"Ticket: Edit: PO Number","0"
59,"Ticket: Edit: Priority","0"
57,"Ticket: Edit: Queue","0"
236,"Ticket: Edit: Repair Cost","0"
58,"Ticket: Edit: Requestor","0"
60,"Ticket: Edit: Status","0"
65,"Ticket: Edit: Subject","0"
242,"Ticket: Edit: Time Estimate","0"
244,"Ticket: Edit: Time Worked","0"
67,"Ticket: Edit: View Comments","0"
427,"Ticket: Edit: Warranty Payment","0"
425,"Ticket: Edit: Warranty Repair","0"
429,"Ticket: Edit: Warranty Repair Complete","0"
180,"Ticket: Jumbo","0"
20,"Ticket: List","0"
129,"Ticket: Schedule","0"
410,"Ticket: Search: Queue","0"
25,"Ticket: View","0"
53,"Ticket: View Assets","0"
320,"Ticket: View Attachmenets","0"
54,"Ticket: View Attachments","0"
421,"Ticket: View Date Completed","0"
56,"Ticket: View History","0"
55,"Ticket: View Insurance","0"
448,"Ticket: View Organization","0"
446,"Ticket: View TimeWorked Comments","0"
424,"Ticket: View Warranty","0"
368,"Ticket: View: Add Comment","0"
186,"Ticket: View: Assignee","0"
187,"Ticket: View: CC","0"
366,"Ticket: View: Dependencies","0"
247,"Ticket: View: Due Date","0"
462,"Ticket: View: Duplicate","0"
463,"Ticket: View: Duplicate","0"
239,"Ticket: View: Insurance Payment","0"
235,"Ticket: View: Insurance Repair","0"
241,"Ticket: View: Insurance Repair Complete","0"
233,"Ticket: View: PO Number","0"
184,"Ticket: View: Priority","0"
181,"Ticket: View: Queue","0"
237,"Ticket: View: Repair Cost","0"
183,"Ticket: View: Requestor","0"
185,"Ticket: View: Status","0"
367,"Ticket: View: Subject","0"
243,"Ticket: View: Time Estimate","0"
245,"Ticket: View: Time Worked","0"
188,"Ticket: View: View Comments","0"
428,"Ticket: View: Warranty Payment","0"
426,"Ticket: View: Warranty Repair","0"
430,"Ticket: View: Warranty Repair Complete","0"
178,"View: Google Apps","0"
177,"View: ICS","0"
291,"View: Insurance","0"
